Date,Open,High,Low,Close,Volume,Rsi,BBup,BBmid,BBlow,minterm,mintermr,maxterm,maxtermr,DivergenceSignal,Signal2
2017-08-23,39.76750183105469,40.11750030517578,39.720001220703125,39.994998931884766,77596400,65.1367068891266,40.63192555782118,39.71196447099958,38.79200338417799,False,False,True,True,0,0
2017-09-01,41.20000076293945,41.23500061035156,40.907501220703125,41.01250076293945,66364400,69.91042346000143,41.29353857730697,40.174821853637695,39.05610512996842,False,False,True,True,0,0
2017-09-11,40.125,40.51250076293945,39.97249984741211,40.375,126323200,59.34934797383442,41.20139097487523,40.358036041259766,39.5146811076443,False,False,True,True,1,0
2017-09-15,39.61750030517578,40.24250030517578,39.5,39.970001220703125,196458400,54.455408286031194,41.23738630572636,40.35410744803293,39.470828590339494,False,False,True,True,0,0
2017-09-19,39.877498626708984,39.942501068115234,39.61000061035156,39.682498931884766,83242400,51.425853701156655,41.199886877993755,40.22946439470564,39.25904191141752,False,False,True,True,0,0
2017-09-27,38.45000076293945,38.68000030517578,38.3849983215332,38.557498931884766,102016800,44.69915038109056,40.91753896375339,39.2048214503697,37.49210393698601,False,False,True,True,0,0
2017-09-29,38.3025016784668,38.532501220703125,38.0,38.529998779296875,105199200,45.03781030465721,40.59944849056973,38.97749982561384,37.35555116065795,False,False,True,True,0,0
2017-10-03,38.502498626708984,38.772499084472656,38.477500915527344,38.619998931884766,64921200,46.30459887864152,40.12610342737576,38.75928551810129,37.39246760882681,False,False,True,True,-1,0
2017-10-05,38.54499816894531,38.86000061035156,38.51250076293945,38.84749984741211,85135200,49.42640217841357,39.687482886675966,38.593392508370535,37.499302130065104,False,False,True,True,1,0
2017-10-11,38.99250030517578,39.244998931884766,38.9375,39.13750076293945,67622400,53.035199108472796,39.32627537856921,38.534999574933735,37.743723771298264,False,False,True,True,1,0
2017-10-17,39.94499969482422,40.217498779296875,39.807498931884766,40.11750030517578,75989200,63.664962530762224,40.0001956685365,38.95517839704241,37.91016112554832,False,False,True,True,-1,-1
2017-10-20,39.15250015258789,39.4375,38.9900016784668,39.0625,95896400,49.00533053111208,40.14043572873136,39.14767837524414,38.15492102175692,False,False,True,True,-1,0
2017-10-24,39.0724983215332,39.35499954223633,39.04999923706055,39.275001525878906,71028800,51.76546674932418,40.082168653741086,39.24250003269741,38.40283141165373,False,False,True,True,-1,-1
2017-10-31,41.974998474121094,42.412498474121094,41.73500061035156,42.2599983215332,144187200,74.64399123873102,41.86532452950549,39.84339305332729,37.82146157714909,False,False,True,True,-1,-1
2017-11-08,43.665000915527344,44.060001373291016,43.58250045776367,44.060001373291016,97638000,78.35115047838453,44.99142543907658,41.33839307512556,37.68536071117454,False,False,True,True,0,0
2017-11-16,42.79499816894531,42.967498779296875,42.57500076293945,42.775001525878906,94550000,59.95079118858641,44.54330402522264,42.93928582327707,41.3352676213315,False,False,True,True,0,0
2017-11-24,43.775001525878906,43.875,43.662498474121094,43.74250030517578,56106800,65.84821978273393,44.4419102475079,43.29535729544504,42.148804343382174,False,False,True,True,0,0
2017-11-30,42.60749816894531,43.03499984741211,42.11000061035156,42.962501525878906,166108800,55.40658763398505,44.08639822340347,43.06875010899135,42.051101994579234,False,False,True,True,-1,0
2017-12-11,42.29999923706055,43.22249984741211,42.1974983215332,43.16749954223633,141095200,57.99569193142743,43.96391314619229,42.90035738263811,41.836801619083936,False,False,True,True,0,0
2017-12-13,43.125,43.3849983215332,43.0,43.067501068115234,95273600,56.445215261708995,43.76140640693739,42.82660729544504,41.89180818395268,False,False,True,True,0,0
2017-12-18,43.720001220703125,44.29999923706055,43.71500015258789,44.10499954223633,117684400,65.79159622004302,43.859147745745176,42.835178647722515,41.81120954969985,False,False,True,True,0,0
2017-12-28,42.75,42.962501525878906,42.619998931884766,42.77000045776367,65920800,48.137157832656214,44.210605992301716,43.21035712105887,42.210108249816024,False,False,True,True,0,0
2018-01-02,42.540000915527344,43.07500076293945,42.314998626708984,43.064998626708984,102223600,51.92119050442863,44.21213394650731,43.20053563799177,42.18893732947623,False,False,True,True,-1,0
2018-01-05,43.36000061035156,43.842498779296875,43.26250076293945,43.75,94640000,58.90204634956133,44.3039593285206,43.27321406773159,42.242468806942576,False,False,True,True,-1,-1
2018-01-12,44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,101672400,63.93843767389386,44.37373812934148,43.29196412222726,42.21019011511304,False,False,True,True,-1,-1
2018-01-18,44.842498779296875,45.025001525878906,44.5625,44.814998626708984,124773600,67.19221429136525,44.996660247609135,43.619999749319895,42.243339251030655,False,False,True,True,0,0
2018-01-23,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,130756400,58.2795774554439,45.03193465256423,43.97589274815151,42.919850843738786,False,False,True,True,0,0
2018-01-26,43.0,43.0,42.51499938964844,42.877498626708984,156572000,41.93702840452147,45.14076371182076,43.914821352277485,42.68887899273421,False,False,True,True,0,0
2018-02-01,41.79249954223633,42.154998779296875,41.689998626708984,41.94499969482422,188923200,35.77028097627857,45.67595550511174,43.41285705566406,41.14975860621639,False,False,True,True,0,0
2018-02-06,38.70750045776367,40.93000030517578,38.5,40.75749969482422,272975200,37.79370389146411,45.814124633504896,42.477857044764924,39.14158945602495,False,False,True,True,0,0
2018-02-15,42.4474983215332,43.272499084472656,42.25,43.247501373291016,204588800,57.70475497991174,43.42591873619818,40.86910711015974,38.3122954841213,False,False,True,True,-1,-1
2018-02-26,44.087501525878906,44.84749984741211,44.0525016784668,44.74250030517578,152648800,64.53152687653481,45.38608440001386,41.85464286804199,38.32320133607013,False,False,True,True,-1,-1
2018-03-05,43.8025016784668,44.435001373291016,43.630001068115234,44.20500183105469,113605600,59.166584797355156,45.45541706219633,43.42071451459612,41.38601196699591,False,False,True,True,0,0
2018-03-12,45.0724983215332,45.59749984741211,45.0525016784668,45.43000030517578,128828400,65.33616305058675,45.513496183244364,44.15928595406668,42.805075724889,False,False,True,True,0,0
2018-03-15,44.625,45.060001373291016,44.51750183105469,44.662498474121094,90975200,58.00238403936234,45.41201112457799,44.48053577968052,43.54906043478306,False,False,True,True,0,0
2018-03-26,42.01750183105469,43.275001525878906,41.61000061035156,43.192501068115234,150164800,48.52900408789817,46.14153762107353,43.877143314906526,41.61274900873952,False,False,True,True,0,0
2018-03-29,41.95249938964844,42.9375,41.724998474121094,41.94499969482422,153594000,42.59156239162961,46.012156798785234,43.353036063058035,40.693915327330835,False,False,True,True,0,0
2018-04-05,43.14500045776367,43.557498931884766,43.02000045776367,43.20000076293945,107732800,51.60203477007237,44.517667802275696,42.65125029427664,40.78483278627759,False,False,True,True,-1,-1
2018-04-10,43.25,43.5,42.88249969482422,43.3125,113634400,52.578258818911,43.60673398315508,42.349821635655,41.092909288154914,False,False,True,True,-1,-1
2018-04-17,44.122501373291016,44.73500061035156,44.102500915527344,44.560001373291016,106421600,60.04644441829827,44.618278018923306,42.87125015258789,41.124222286252476,False,False,True,True,-1,-1
2018-04-26,41.029998779296875,41.432498931884766,40.842498779296875,41.05500030517578,111852000,39.011165756087145,45.31267857262285,42.69785744803293,40.083036323443004,False,False,True,True,0,0
2018-05-10,46.935001373291016,47.592498779296875,46.912498474121094,47.5099983215332,111957200,72.31250211166392,48.64469360719466,43.54696464538574,38.44923568357682,False,False,True,True,0,0
2018-05-16,46.51750183105469,47.1150016784668,46.5,47.04499816894531,76732400,66.56779943659453,49.7562262168099,45.248928615025115,40.74163101324033,False,False,True,True,0,0
2018-05-21,47.0,47.317501068115234,46.727500915527344,46.907501220703125,73603200,64.18548166353155,48.346998567110234,46.39625004359654,44.44550152008284,False,False,True,True,-1,-1
2018-05-23,46.587501525878906,47.125,46.439998626708984,47.09000015258789,80233600,64.77008309031406,47.54197865092003,46.79017857142857,46.03837849193711,False,False,True,True,-1,-1
2018-05-25,47.057498931884766,47.412498474121094,46.912498474121094,47.14500045776367,69844000,64.88104762977693,47.45055931385105,46.928392682756694,46.40622605166234,False,False,True,True,-1,-1
2018-06-06,48.407501220703125,48.52000045776367,47.97999954223633,48.494998931884766,83734400,71.51947451137555,48.41397082532624,47.22874995640346,46.043529087480685,False,False,True,True,0,0
2018-06-12,47.84749984741211,48.15250015258789,47.787498474121094,48.06999969482422,67644400,64.12744615071479,48.7786067222948,47.59624971662249,46.41389271095017,False,False,True,True,0,0
