Date,Open,High,Low,Close,Volume,Rsi,BBup,BBmid,BBlow,VolumeDelta,minterm,maxterm,mintermr,maxtermr,DivergenceSignal,Signal1
2015-01-28,15.490500450134277,15.575499534606934,15.1899995803833,15.195500373840332,61276000,46.082235109185916,15.757761808600705,14.943642888750349,14.129523968899992,2870000.0,True,False,True,False,0,0
2015-02-09,18.549999237060547,18.720500946044922,18.360000610351562,18.527999877929688,54492000,73.78386501131551,19.8627812255991,16.850321292877197,13.837861360155296,-23356000.0,True,False,True,False,0,0
2015-02-18,18.68899917602539,18.836999893188477,18.642499923706055,18.668500900268555,53012000,68.85149463276213,19.998987430524963,18.334821224212646,16.67065501790033,-20452000.0,True,False,True,False,0,0
2015-02-24,18.9325008392334,19.02400016784668,18.808000564575195,18.929500579833984,38416000,67.86495262810274,19.25665989250752,18.78860718863351,18.320554484759498,-5124000.0,True,False,True,False,0,0
2015-02-27,19.200000762939453,19.29949951171875,18.989500045776367,19.007999420166016,50646000,65.34804702953821,19.363280255771432,18.922214235578263,18.481148215385094,-3096000.0,True,False,True,False,0,0
2015-03-11,18.530500411987305,18.667499542236328,18.312999725341797,18.318500518798828,49902000,47.66831185069505,19.615913197654294,19.028821400233678,18.441729602813062,-12518000.0,True,False,True,False,1,0
2015-03-26,18.47949981689453,18.56999969482422,18.282499313354492,18.36750030517578,58600000,46.075168510229474,18.989018192817362,18.63896438053676,18.288910568256156,-9990000.0,True,False,True,False,-1,0
2015-04-01,18.604999542236328,18.658000946044922,18.41699981689453,18.51300048828125,49162000,48.763069270882156,18.90090850983751,18.63478578839983,18.368663066962153,-960000.0,True,False,True,False,-1,0
2015-04-13,19.17650032043457,19.263999938964844,19.006999969482422,19.118000030517578,37890000,59.155360158047046,19.270330997895552,18.761999947684153,18.253668897472753,-13580000.0,True,False,True,False,0,0
2015-04-17,19.131500244140625,19.17799949645996,18.719999313354492,18.777999877929688,76794000,48.81021327430052,19.451832184804523,18.93057141985212,18.40931065489972,35186000.0,True,False,True,False,0,0
2015-04-30,21.355499267578125,21.587499618530273,20.961999893188477,21.089000701904297,72958000,64.1847145760164,22.463964905752697,20.132571492876327,17.801178079999957,524000.0,True,False,True,False,0,0
2015-05-06,21.071500778198242,21.13599967956543,20.727500915527344,20.954999923706055,51050000,61.487258753278994,22.751801116425103,20.66557134900774,18.57934158159038,-6078000.0,True,False,True,False,1,0
2015-05-19,21.243499755859375,21.41200065612793,21.0314998626709,21.085500717163086,49284000,55.417745143399785,21.763456886997442,21.301857130868093,20.840257374738744,1480000.0,True,False,True,False,0,0
2015-06-08,21.2810001373291,21.34000015258789,21.071500778198242,21.174999237060547,43450000,49.88166573854576,21.80608402808077,21.418749945504324,21.031415862927876,5292000.0,True,False,True,False,0,0
2015-06-15,21.382999420166016,21.40250015258789,21.131999969482422,21.183500289916992,41020000,48.62050995971234,21.81619242710332,21.463428497314453,21.110664567525586,-68000.0,True,False,True,False,-1,0
2015-06-29,21.749000549316406,21.850000381469727,21.450000762939453,21.493000030517578,55064000,48.972016410499755,22.313371245875384,21.706750052315847,21.10012885875631,2574000.0,True,False,True,False,0,0
2015-07-08,21.717500686645508,21.79949951171875,21.441499710083008,21.485000610351562,47662000,47.233482282766495,22.253366764201647,21.846928596496582,21.440490428791517,-21422000.0,True,False,True,False,0,0
2015-07-23,24.58300018310547,24.58300018310547,23.78499984741211,24.108999252319336,187488000,70.02013880044026,25.269109132298844,23.099035671779088,20.928962211259332,125190000.0,True,False,True,False,-1,0
2015-07-28,26.799999237060547,26.819499969482422,26.1560001373291,26.30150032043457,105462000,78.51245052333536,27.0342963454328,24.114749908447266,21.19520347146173,-44358000.0,True,False,True,False,0,0
2015-08-07,26.45800018310547,26.472999572753906,25.910499572753906,26.131000518798828,79384000,65.42273527343032,27.982958726197793,26.08299991062709,24.18304109505639,2974000.0,True,False,True,False,1,0
2015-08-24,23.179000854492188,23.82900047302246,22.549999237060547,23.168500900268555,201952000,29.196493149123715,28.010088873884122,26.08721419743129,24.16433952097846,67822000.0,True,False,True,False,0,0
