Date,Open,High,Low,Close,Volume,Rsi,BBup,BBmid,BBlow,VolumeDelta,minterm,maxterm,mintermr,maxtermr,DivergenceSignal,Signal1,Signal2
2015-01-29,29.079999923706055,29.797500610351562,28.889999389648438,29.725000381469727,337745600,64.27818567232644,29.394048079688115,27.753393036978586,26.112737994269057,-248162800.0,False,True,False,True,0,0,0
2015-02-05,30.0049991607666,30.0575008392334,29.8125,29.985000610351562,168984800,64.40999717620856,30.822675579263134,28.571964400155203,26.32125322104727,-111614000.0,False,True,False,True,0,0,0
2015-02-23,32.505001068115234,33.25,32.415000915527344,33.25,283896400,79.24480135138069,33.43806351484882,31.156071390424454,28.874079266000084,88102800.0,False,True,False,True,0,0,0
2015-03-03,32.2400016784668,32.380001068115234,32.022499084472656,32.34000015258789,151265200,63.5050970515842,33.23065266876605,32.218035561697825,31.205418454629605,-41121600.0,False,True,False,True,1,0,0
2015-03-09,31.989999771118164,32.39250183105469,31.264999389648438,31.78499984741211,354114000,56.53680931080689,33.16079999542338,32.261606897626606,31.362413799829834,62745600.0,False,True,False,True,0,0,0
2015-03-18,31.75,32.290000915527344,31.592500686645508,32.11750030517578,261083600,58.68597232460861,32.69695021388624,31.622321265084402,30.547692316282564,56991200.0,False,True,False,True,0,0,0
2015-03-30,31.012500762939453,31.600000381469727,31.0,31.592500686645508,188398800,52.850287088551006,32.261030155765624,31.344285556248256,30.427540956730887,30214000.0,False,True,False,True,0,0,0
2015-04-06,31.11750030517578,31.877500534057617,31.082500457763672,31.837499618530273,148776000,55.31447436408011,32.25950449415678,31.453571455819265,30.64763841748175,19895600.0,False,True,False,True,0,0,0
2015-04-10,31.487499237060547,31.802499771118164,31.315000534057617,31.774999618530273,160752000,54.51261368405823,32.07408929897224,31.388571330479213,30.70305336198619,30816000.0,False,True,False,True,0,0,0
2015-04-27,33.07749938964844,33.282501220703125,32.787498474121094,33.162498474121094,387816800,66.7828441013757,32.89789458652584,31.889999662126815,30.882104737727797,209713200.0,False,True,False,True,0,0,0
2015-05-01,31.524999618530273,32.532501220703125,31.325000762939453,32.23749923706055,234050400,53.57396870812315,33.100259452275424,32.01839256286621,30.936525673456998,-98731200.0,False,True,False,True,1,0,0
2015-05-08,31.670000076293945,31.905000686645508,31.52750015258789,31.905000686645508,222201600,51.290342194811046,33.14135904953867,32.03249985831125,30.92364066708382,46438000.0,False,True,False,True,0,0,0
2015-05-18,32.095001220703125,32.68000030517578,32.09000015258789,32.54750061035156,203531600,57.7223760039534,32.66035082449628,31.807857377188547,30.955363929880818,50699600.0,False,True,False,True,-1,0,0
2015-05-22,32.900001525878906,33.24250030517578,32.849998474121094,33.1349983215332,182384000,63.26767918353882,33.224162488086286,32.0332145690918,30.84226665009731,23462400.0,False,True,False,True,0,0,0
2015-06-10,31.979999542236328,32.334999084472656,31.962499618530273,32.220001220703125,156349200,49.64969430525403,33.253403996639115,32.50678525652204,31.76016651640497,-67952400.0,False,True,False,True,1,0,0
2015-06-18,31.8075008392334,32.07749938964844,31.80500030517578,31.969999313354492,141628800,47.43204000276793,32.68283382887999,32.11053548540388,31.538237141927763,9956400.0,False,True,False,True,0,0,0
2015-06-24,31.802499771118164,32.45000076293945,31.780000686645508,32.02750015258789,221123600,49.66799496053014,32.25070564983789,31.920714105878556,31.590722561919225,100048000.0,False,True,False,True,0,0,0
2015-07-01,31.725000381469727,31.735000610351562,31.497499465942383,31.649999618530273,120955200,46.286149798037016,32.19550929902539,31.732678413391113,31.269847527756834,-56527600.0,False,True,False,True,0,0,0
2015-07-20,32.74250030517578,33.24250030517578,32.67499923706055,33.01750183105469,235600800,64.51261757407897,32.923864065830436,31.50660719190325,30.08935031797606,50942000.0,False,True,False,True,0,0,0
2015-08-10,29.13249969482422,29.997499465942383,29.13249969482422,29.93000030517578,219806400,43.722697018789994,32.018862356346354,30.116785730634415,28.214709104922477,65124800.0,False,True,False,True,1,0,0
2015-08-17,29.010000228881836,29.412500381469727,28.875,29.290000915527344,163538800,42.97744938452014,30.824514837163477,29.330535752432688,27.8365566677019,-8179200.0,False,True,False,True,0,0,0
2015-08-28,28.042499542236328,28.327499389648438,27.885000228881836,28.322500228881836,212657600,46.45293642906238,30.2991432321939,28.030000141688756,25.760857051183613,-125806800.0,False,True,False,True,0,0,0
2015-09-16,29.0625,29.135000228881836,28.860000610351562,29.102500915527344,148694000,54.78686557462983,29.370455155054756,28.141249929155624,26.91204470325649,-24670800.0,False,True,False,True,0,0,0
2015-09-21,28.417499542236328,28.842500686645508,28.415000915527344,28.802499771118164,200888000,52.4536135720425,29.491680045295436,28.205714089529856,26.919748133764276,-96253200.0,False,True,False,True,1,0,0
2015-09-24,28.3125,28.875,28.092500686645508,28.75,200878000,52.08770239925842,29.432690538569176,28.425178391592844,27.417666244616512,57851200.0,False,True,False,True,1,0,0
2015-10-06,27.657499313354492,27.934999465942383,27.4424991607666,27.827499389648438,192787200,46.435555527008674,29.135411913669532,28.104642731802805,27.073873549936078,-15471600.0,False,True,False,True,0,0,0
2015-10-09,27.5,28.06999969482422,27.372499465942383,28.030000686645508,211064400,49.525232176967364,28.88906092802856,27.92285714830671,26.956653368584863,-36854000.0,False,True,False,True,0,0,0
2015-10-15,27.732500076293945,28.024999618530273,27.622499465942383,27.96500015258789,150694000,49.43468782428587,28.216173961192492,27.70910712650844,27.202040291824385,-27155600.0,False,True,False,True,0,0,0
2015-10-23,29.174999237060547,29.8075008392334,29.082500457763672,29.770000457763672,237467600,66.45091550499717,29.293088977499785,28.108035768781388,26.92298256006299,70851200.0,False,True,False,True,0,0,0
2015-11-03,30.197500228881836,30.872499465942383,30.174999237060547,30.642499923706055,182076000,66.28627608435987,30.959345502334337,29.10035719190325,27.241368881472162,53262800.0,False,True,False,True,0,0,0
2015-11-20,29.799999237060547,29.979999542236328,29.712499618530273,29.825000762939453,137148400,56.67293547878203,31.066575103875973,29.487499918256486,27.908424732637,-36034800.0,False,True,False,True,1,0,0
2015-11-30,29.497499465942383,29.852500915527344,29.4375,29.575000762939453,156721200,53.5396052264135,30.21752120384196,29.19553565979004,28.173550115738117,104535600.0,False,True,False,True,0,0,0
2015-12-04,28.822500228881836,29.8125,28.77750015258789,29.75749969482422,231108000,55.22460368510947,30.183772935653675,29.318928446088517,28.45408395652336,64830000.0,False,True,False,True,0,0,0
2015-12-23,26.8174991607666,27.212499618530273,26.799999237060547,27.15250015258789,130629600,37.76858031541908,30.25035970095841,28.089285850524902,25.928212000091396,-528000.0,False,True,False,True,0,0,0
2015-12-29,26.739999771118164,27.357500076293945,26.71500015258789,27.184999465942383,123724800,40.71407670875644,29.08279443073865,27.518750054495676,25.9547056782527,16908000.0,False,True,False,True,-1,0,0
2016-01-22,24.657499313354492,25.364999771118164,24.592500686645508,25.354999542236328,263202000,46.16681011821386,26.074916598927636,24.747678347996303,23.42044009706497,54556000.0,False,True,False,True,1,0,0
2016-01-29,23.697500228881836,24.334999084472656,23.587499618530273,24.334999084472656,257666000,42.71004002933873,25.521925669713905,24.428214073181152,23.3345024766484,34950800.0,False,True,False,True,0,0,0
2016-02-04,23.96500015258789,24.332500457763672,23.797500610351562,24.149999618530273,185886800,43.13924447983745,25.287680549872423,24.22214276450021,23.156604979127994,2029600.0,False,True,False,True,0,0,0
2016-02-17,24.167499542236328,24.552499771118164,24.037500381469727,24.530000686645508,179452800,50.84920158300847,24.552453727914585,23.857678277151926,23.162902826389267,-16778800.0,False,True,False,True,0,0,0
2016-02-22,24.077499389648438,24.225000381469727,23.979999542236328,24.219999313354492,137123200,48.285414937803885,24.530774154658673,23.881249836512975,23.231725518367277,-4373600.0,False,True,False,True,0,0,0
2016-03-04,25.592500686645508,25.9375,25.342500686645508,25.752500534057617,184220400,63.93603666313873,25.676866553222023,24.480000223432267,23.28313389364251,36397600.0,False,True,False,True,-1,0,0
2016-03-16,26.15250015258789,26.577499389648438,26.147499084472656,26.49250030517578,153214000,69.2601986557433,26.547766793608428,25.355535915919713,24.163305038230998,-7056800.0,False,True,False,True,-1,0,-1
2016-03-22,26.3125,26.822500228881836,26.302499771118164,26.68000030517578,129777600,70.66175868942729,26.926920220209553,25.881785937717982,24.83665165522641,-12233200.0,False,True,False,True,-1,0,-1
2016-04-04,27.604999542236328,28.047500610351562,27.5674991607666,27.780000686645508,149424800,74.59907749250384,27.748241913343985,26.77196434565953,25.795686777975074,45928800.0,False,True,False,True,0,0,0
2016-04-14,27.905000686645508,28.09749984741211,27.832500457763672,28.024999618530273,101895600,68.61836003136726,28.272045150829015,27.39464282989502,26.517240508961024,-31133600.0,False,True,False,True,0,0,0
2016-05-03,23.549999237060547,23.934999465942383,23.420000076293945,23.795000076293945,227325200,27.72041823923927,28.792301531810914,25.710000038146973,22.62769854448303,34684800.0,False,True,False,True,1,0,0
2016-05-10,23.332500457763672,23.392499923706055,23.02750015258789,23.354999542236328,134747200,27.48922481366085,26.921027498893746,24.333035741533553,21.74504398417336,3001600.0,False,True,False,True,0,0,0
2016-05-26,24.920000076293945,25.1825008392334,24.65999984741211,25.102500915527344,225324800,59.56426346310555,25.125259448722982,23.66589273725237,22.20652602578176,72649600.0,False,True,False,True,0,0,0
2016-06-09,24.625,24.997499465942383,24.614999771118164,24.912500381469727,106405600,56.52977264201245,25.35555567209198,24.645357268197195,23.93515886430241,23013200.0,False,True,False,True,1,0,0
2016-06-16,24.112499237060547,24.4375,24.017499923706055,24.387500762939453,125307200,47.71246078927372,25.110555383328585,24.622857093811035,24.135158804293486,7526400.0,False,True,False,True,1,0,0
