Date,Open,High,Low,Close,Volume,Rsi,BBup,BBmid,BBlow,VolumeDelta,minterm,maxterm,mintermr,maxtermr,DivergenceSignal,Signal1
2015-01-27,28.104999542236328,28.1200008392334,27.25749969482422,27.28499984741211,382274800,48.573517499773864,28.581617002869258,27.493214470999582,26.404811939129907,159814800.0,True,False,True,False,0,0
2015-02-06,30.0049991607666,30.0625,29.612499237060547,29.732500076293945,174826400,61.701718892395164,30.804883217721777,28.80303587232317,26.801188526924566,5841600.0,True,False,True,False,0,0
2015-02-27,32.5,32.64250183105469,32.060001373291016,32.1150016784668,248059200,61.97117616895388,33.65120669641275,31.91964272090367,30.18807874539459,-117090800.0,True,False,True,False,0,0
2015-03-05,32.14500045776367,32.1875,31.440000534057617,31.602500915527344,226068400,54.83082991542373,33.137192359068386,32.28249985831125,31.427807357554112,99403200.0,True,False,True,False,1,0
2015-03-11,31.1875,31.1924991607666,30.52750015258789,30.559999465942383,275756000,43.891498225192436,33.438093522424914,32.07553550175258,30.712977481080255,329600.0,True,False,True,False,0,0
2015-03-20,32.0625,32.099998474121094,31.290000915527344,31.475000381469727,274780400,51.68739156918538,32.53166202426106,31.54821409497942,30.564766165697787,91542400.0,True,False,True,False,0,0
2015-03-27,31.142499923706055,31.174999237060547,30.727500915527344,30.8125,158184800,45.12587946663351,32.22311960648915,31.311071259634836,30.39902291278052,-32106800.0,True,False,True,False,0,0
2015-04-01,31.204999923706055,31.280000686645508,30.774999618530273,31.0625,162485600,47.885558172259124,32.20624811607786,31.379821368626185,30.55339462117451,-5876800.0,True,False,True,False,-1,0
2015-04-08,31.462499618530273,31.600000381469727,31.24250030517578,31.399999618530273,149316800,50.726100627194434,32.075925736084976,31.383928571428573,30.69193140677217,9267600.0,True,False,True,False,0,0
2015-04-17,31.387500762939453,31.53499984741211,31.114999771118164,31.1875,207828000,46.732412545208376,31.9722999198309,31.497142791748047,31.021985663665195,94352000.0,True,False,True,False,1,0
2015-04-30,32.15999984741211,32.15999984741211,31.145000457763672,31.287500381469727,332781600,44.69047450618374,33.066170851960514,31.98089259011405,30.895614328267584,79237200.0,True,False,True,False,-1,0
2015-05-06,31.639999389648438,31.6875,30.84000015258789,31.252500534057617,288564000,44.82274482522023,33.15727606978295,32.02303545815604,30.88879484652912,91478400.0,True,False,True,False,0,0
2015-05-12,31.399999618530273,31.719999313354492,31.204999923706055,31.467500686645508,192640000,47.189279107330286,33.12792524123002,31.972857066563197,30.817788891896377,24496800.0,True,False,True,False,-1,0
2015-05-20,32.5,32.744998931884766,32.334999084472656,32.51499938964844,145819600,57.3114639699141,32.842721226913625,31.92107173374721,30.999422240580795,-32713200.0,True,False,True,False,0,0
2015-05-26,33.150001525878906,33.227500915527344,32.279998779296875,32.404998779296875,282790400,53.437050737068105,33.259899391356235,32.10142871311733,30.942958034878423,100406400.0,True,False,True,False,1,0
2015-06-09,31.674999237060547,32.02000045776367,31.405000686645508,31.854999542236328,224301600,44.11788291210161,33.2573661342563,32.52785655430385,31.798346974351404,13602400.0,True,False,True,False,1,0
2015-06-15,31.524999618530273,31.809999465942383,31.427499771118164,31.729999542236328,175955600,43.02377522425416,33.09555582686245,32.31267820085798,31.52980057485351,28410800.0,True,False,True,False,1,0
2015-06-19,31.927499771118164,31.954999923706055,31.600000381469727,31.649999618530273,218867600,42.671443625308115,32.57844796241693,32.04017843518938,31.501908907961834,77238800.0,True,False,True,False,1,0
2015-06-29,31.364999771118164,31.61750030517578,31.1200008392334,31.13249969482422,196645600,37.10634931126256,32.33113223449818,31.82982131413051,31.328510393762837,20378400.0,True,False,True,False,1,0
2015-07-09,30.962499618530273,31.014999389648438,29.80500030517578,30.017499923706055,314380000,28.107391273144582,32.48603760520787,31.44517857687814,30.404319548548408,71333600.0,True,False,True,False,0,0
2015-07-27,30.772499084472656,30.90250015258789,30.530000686645508,30.6924991607666,177822000,40.40416205426165,33.10053096985075,31.475178582327707,29.849826194804663,9172800.0,True,False,True,False,0,0
2015-08-04,29.354999542236328,29.424999237060547,28.3125,28.65999984741211,496554400,26.53252329561907,33.39633730070058,31.102142878941127,28.807948457181677,216650400.0,True,False,True,False,1,1
2015-08-24,23.717500686645508,27.200000762939453,23.0,25.780000686645508,648825200,23.86399870416884,30.611921500252436,28.49660723549979,26.381292970747147,135723200.0,True,False,True,False,0,0
2015-09-01,27.537500381469727,27.969999313354492,26.84000015258789,26.93000030517578,307383600,38.34014286840037,30.164756939083965,27.882678849356516,25.600600759629067,82466400.0,True,False,True,False,-1,0
2015-09-04,27.24250030517578,27.612499237060547,27.127500534057617,27.3174991607666,199985200,42.47082913199887,29.552985685235978,27.591785839625768,25.630585994015558,-12950400.0,True,False,True,False,-1,0
2015-09-22,28.344999313354492,28.545000076293945,28.1299991607666,28.350000381469727,201384800,48.86679645108508,29.381163659206724,28.307142666407994,27.233121673609265,496800.0,True,False,True,False,0,0
2015-09-29,28.207500457763672,28.377500534057617,26.96500015258789,27.264999389648438,293461600,40.24630313345829,29.40539979261314,28.505178451538086,27.604957110463033,85025600.0,True,False,True,False,0,0
2015-10-08,27.547500610351562,27.547500610351562,27.052499771118164,27.375,247918400,42.206949651096,29.04535407844156,27.97803565434047,26.91071723023938,60856000.0,True,False,True,False,-1,0
2015-10-14,27.822500228881836,27.8799991607666,27.389999389648438,27.552499771118164,177849600,44.647924487783946,28.46426262318561,27.75999995640346,27.055737289621305,45652400.0,True,False,True,False,-1,0
2015-10-27,28.850000381469727,29.135000228881836,28.497499465942383,28.637500762939453,279537600,53.368505304442515,29.46347301131996,28.24625015258789,27.029027293855822,14202400.0,True,False,True,False,0,0
2015-11-13,28.799999237060547,28.892499923706055,28.0674991607666,28.084999084472656,183249600,39.732765474473794,31.20511779089804,29.698035512651717,28.190953234405395,53147200.0,True,False,True,False,0,0
2015-11-23,29.8174991607666,29.9325008392334,29.334999084472656,29.4375,129930000,52.63559253661906,30.844830574289148,29.401428495134628,27.958026415980108,-7218400.0,True,False,True,False,0,0
2015-12-03,29.137500762939453,29.197500228881836,28.55500030517578,28.799999237060547,166278000,44.79688394029264,30.23432487131828,29.199464116777694,28.16460336223711,32731600.0,True,False,True,False,1,0
2015-12-18,27.227500915527344,27.3799991607666,26.452499389648438,26.50749969482422,385813200,29.145452915322373,30.424047543830625,28.547321319580078,26.67059509532953,206722000.0,True,False,True,False,0,0
2015-12-28,26.897499084472656,26.922500610351562,26.545000076293945,26.704999923706055,106816800,34.328350739623176,29.555594777678035,27.688214438302175,25.820834098926316,52535200.0,True,False,True,False,0,0
2016-01-07,24.670000076293945,25.032499313354492,24.107500076293945,24.112499237060547,324377600,22.109975407093753,28.125210386401687,26.420714242117747,24.716218097833806,50548000.0,True,False,True,False,0,0
2016-01-21,24.264999389648438,24.469999313354492,23.735000610351562,24.075000762939453,208646000,31.723461729221548,26.345703148998876,24.81624984741211,23.286796545825343,-80691600.0,True,False,True,False,0,0
2016-01-27,24.010000228881836,24.157499313354492,23.334999084472656,23.354999542236328,533478800,33.57590003391462,25.460037555058157,24.463571275983536,23.467104996908915,233170800.0,True,False,True,False,0,0
