Date,Open,High,Low,Close,Volume,Rsi,BBup,BBmid,BBlow,VolumeDelta,minterm,maxterm,mintermr,maxtermr,DivergenceSignal,Signal1
2015-01-28,26.25,26.284500122070312,25.61750030517578,25.62150001525879,35822000,40.78445842579041,27.148598935273046,25.738607270377024,24.328615605481,-3326000.0,True,False,True,False,0,0
2015-02-04,26.656999588012695,26.837499618530273,26.25149917602539,26.30500030517578,33896000,48.49788949975089,27.414004730855464,26.20275034223284,24.991495953610215,-13166000.0,True,False,True,False,0,0
2015-02-09,26.55299949645996,26.694000244140625,26.377500534057617,26.464000701904297,30314000,49.99189416413313,27.32979113625516,26.44767897469657,25.565566813137977,-12624000.0,True,False,True,False,0,0
2015-02-23,26.950000762939453,26.96500015258789,26.600000381469727,26.75,32906000,49.46649384456153,27.644758290208102,26.92367880684989,26.202599323491675,-5328000.0,True,False,True,False,0,0
2015-03-13,27.96150016784668,28.218000411987305,27.51650047302246,27.649999618530273,35428000,49.20354144316884,29.458522429398368,28.207786015101842,26.957049600805316,-174000.0,True,False,True,False,0,0
2015-04-02,27.370500564575195,27.399999618530273,27.02199935913086,27.065500259399414,47760000,39.63179629989978,28.873699305403193,28.042035920279368,27.210372535155543,8858000.0,True,False,True,False,1,0
2015-04-14,27.328500747680664,27.328500747680664,26.78700065612793,26.98900032043457,47206000,39.237516265278416,28.368122080613425,27.562357085091726,26.756592089570027,17880000.0,True,False,True,False,1,0
2015-04-17,26.86549949645996,26.989999771118164,26.450000762939453,26.636999130249023,49234000,35.973253315372574,27.971938507433293,27.309178488595144,26.646418469756995,17512000.0,True,False,True,False,0,0
2015-04-30,27.92799949645996,28.055500030517578,27.336000442504883,27.438499450683594,47240000,47.00206440404763,28.686210241412883,27.55042839050293,26.414646539592976,13618000.0,True,False,True,False,0,0
2015-05-06,27.131999969482422,27.196500778198242,26.61199951171875,26.753999710083008,39034000,39.629163876100556,28.72746332718515,27.583071299961635,26.43867927273812,10506000.0,True,False,True,False,0,0
2015-05-12,27.140499114990234,27.148000717163086,26.75,26.936500549316406,35282000,43.184050741690115,28.687649576512783,27.60496425628662,26.52227893606046,13424000.0,True,False,True,False,-1,0
2015-05-26,27.628999710083008,27.666500091552734,27.148500442504883,27.359500885009766,37474000,48.1605753176063,27.92184676655746,27.331214223589217,26.740581680620974,13208000.0,True,False,True,False,0,0
2015-05-29,27.65999984741211,27.69700050354004,27.25200080871582,27.266000747680664,43446000,46.535679225668744,27.958481438854722,27.430071422031947,26.901661405209172,19902000.0,True,False,True,False,1,0
2015-06-09,27.17099952697754,27.242000579833984,26.9424991607666,27.107999801635742,30016000,43.51559322156667,27.985186680878634,27.536035673958914,27.086884667039193,2680000.0,True,False,True,False,0,0
2015-06-15,27.136499404907227,27.202499389648438,26.960500717163086,27.149999618530273,27150000,44.764115936825846,27.90832193896192,27.472035680498397,27.035749422034876,1682000.0,True,False,True,False,0,0
2015-06-30,27.254499435424805,27.295000076293945,26.976999282836914,27.00200080871582,34510000,40.35816813700207,28.304575443490183,27.570071356637136,26.83556726978409,-3246000.0,True,False,True,False,0,0
2015-07-08,27.280000686645508,27.413999557495117,27.059999465942383,27.084999084472656,27662000,43.40794314253926,28.31744662468735,27.55582128252302,26.79419594035869,-5916000.0,True,False,True,False,-1,0
2015-07-24,33.8385009765625,33.88949966430664,32.659000396728516,32.73849868774414,82622000,66.01968601557532,37.04015113707646,30.880535534449987,24.720919931823516,6390000.0,True,False,True,False,0,0
2015-07-31,33.23500061035156,33.25,32.86000061035156,32.875,34922000,64.60637576230677,36.58825375881727,32.79910727909633,29.0099607993754,-4684000.0,True,False,True,False,0,0
2015-08-10,33.35449981689453,33.58100128173828,33.01150131225586,33.15700149536133,34458000,62.38282627596047,34.27811048176976,33.29639325823103,32.3146760346923,6914000.0,True,False,True,False,-1,0
2015-08-13,34.459999084472656,34.701499938964844,34.10900115966797,34.32550048828125,36354000,67.5126563991618,34.59570653868309,33.45239339556013,32.30908025243717,-22144000.0,True,False,True,False,0,0
2015-08-25,32.32350158691406,32.349998474121094,30.583499908447266,30.62350082397461,71430000,35.41571099980533,36.178108328692474,33.52250031062535,30.866892292558223,-58358000.0,True,False,True,False,0,0
2015-09-01,31.690500259399414,32.22200012207031,31.253000259399414,31.47800064086914,51458000,43.1402126702487,35.84219326093751,33.11292852674212,30.38366379254672,12522000.0,True,False,True,False,-1,0
2015-09-04,31.485000610351562,31.725000381469727,31.325000762939453,31.447999954223633,40478000,43.64917020952585,34.98388266096719,32.544821330479216,30.105759999991243,5906000.0,True,False,True,False,0,0
2015-09-22,32.87350082397461,32.941001892089844,32.25149917602539,32.65999984741211,54362000,49.464108756035074,33.83695523883749,32.64435754503523,31.451759851232968,15268000.0,True,False,True,False,0,0
2015-09-29,31.274999618530273,31.733999252319336,30.901500701904297,31.13050079345703,42130000,38.413887901996524,34.05690398971503,32.63364315032959,31.210382310944144,-5516000.0,True,False,True,False,0,0
2015-10-08,33.47249984741211,33.59450149536133,32.7244987487793,33.349998474121094,39308000,56.06749740631478,34.23080220916896,32.618106842041016,31.00541147491308,-5046000.0,True,False,True,False,0,0
2015-10-21,34.160499572753906,34.244998931884766,33.53499984741211,33.59000015258789,31952000,51.530550625887,35.033379633774516,33.88803563799177,32.742691642209024,-20482000.0,True,False,True,False,-1,0
2015-11-09,37.92599868774414,38.165000915527344,37.455501556396484,37.73849868774414,35538000,69.83718424842118,39.37366754595787,36.72957147870745,34.085475411457026,1994000.0,True,False,True,False,0,0
2015-11-13,37.70199966430664,37.76649856567383,36.9734992980957,37.003501892089844,48188000,57.02661479389744,38.50342740880857,37.50357164655413,36.50371588429969,12736000.0,True,False,True,False,0,0
