Date,Open,High,Low,Close,Volume,Rsi,BBup,BBmid,BBlow,VolumeDelta,minterm,maxterm,mintermr,maxtermr,DivergenceSignal,Signal1,Signal2
2015-01-29,76.8499984741211,78.0199966430664,74.20999908447266,78.0,61293500,49.919131474363226,78.75766979418167,76.5999995640346,74.44232933388754,7987100.0,False,True,False,True,0,0,0
2015-02-04,75.08999633789062,76.3499984741211,75.01000213623047,75.62999725341797,20277400,42.67075801449027,78.51266261565307,76.22428567068917,73.93590872572527,-6680300.0,False,True,False,True,0,0,0
2015-02-11,75.08999633789062,76.75,75.02999877929688,76.51000213623047,20877400,49.02782266499558,78.17173726942298,75.96428625924247,73.75683524906196,5066100.0,False,True,False,True,-1,0,0
2015-02-20,79.55000305175781,80.33999633789062,79.19999694824219,79.9000015258789,36931700,62.879929543295674,79.28506454582198,76.13142885480609,72.9777931637902,-8919500.0,False,True,False,True,0,0,0
2015-02-26,79.87999725341797,81.37000274658203,79.72000122070312,80.41000366210938,31111900,62.49223452877991,81.31062900223088,77.24785723005023,73.18508545786958,5518100.0,False,True,False,True,-1,0,0
2015-03-05,81.2300033569336,81.98999786376953,81.05000305175781,81.20999908447266,27825700,62.94851370145308,82.33043228356524,78.93285642351422,75.5352805634632,-301000.0,False,True,False,True,0,0,0
2015-03-12,78.0999984741211,79.05000305175781,77.91000366210938,78.93000030517578,16093300,51.98415620726726,81.47440519373238,79.37071446010044,77.26702372646851,-4122400.0,False,True,False,True,0,0,0
2015-03-24,84.70999908447266,86.06999969482422,84.5199966430664,85.30999755859375,32576500,71.23583205128176,85.58518092382283,80.52785818917411,75.47053545452539,5219200.0,False,True,False,True,0,0,0
2015-03-27,83.37999725341797,83.94999694824219,82.87999725341797,83.30000305175781,18372600,60.83596457090032,86.53637469080397,81.1400010245187,75.74362735823343,-14422200.0,False,True,False,True,1,0,0
2015-04-06,80.80000305175781,82.80999755859375,80.80000305175781,82.44000244140625,19062900,56.17764066704118,85.49933302668155,82.63428606305804,79.76923909943453,-601200.0,False,True,False,True,0,0,0
2015-04-14,83.16999816894531,83.69000244140625,82.44000244140625,83.5199966430664,19634200,61.095866591762885,83.72935482645917,82.54714257376534,81.36493032107151,-7248900.0,False,True,False,True,-1,0,0
2015-04-22,84.31999969482422,84.73999786376953,83.6500015258789,84.62999725341797,45548000,61.86743928705275,84.4270583772212,82.60571343558175,80.7843684939423,18376100.0,False,True,False,True,0,0,0
2015-05-08,79.0999984741211,79.2300033569336,78.02999877929688,78.51000213623047,19943600,39.67204017850624,84.58601012007948,80.31571415492466,76.04541818976985,194200.0,False,True,False,True,0,0,0
2015-05-14,78.94000244140625,81.8499984741211,78.66999816894531,81.37000274658203,49438000,55.599826475132865,81.83907784451777,79.10785729544503,76.37663674637228,27925700.0,False,True,False,True,0,0,0
2015-05-27,79.5999984741211,80.66000366210938,79.43000030517578,80.55000305175781,14160900,51.709980594549556,82.13216685800357,79.68571526663644,77.2392636752693,-2160400.0,False,True,False,True,0,0,0
2015-06-03,81.3499984741211,82.52999877929688,81.25,82.44000244140625,31775000,60.01315158784119,82.02527869494133,80.51857267107282,79.0118666472043,12851700.0,False,True,False,True,0,0,0
2015-06-10,80.83000183105469,82.5999984741211,80.80999755859375,82.16000366210938,21531200,57.177372919793825,82.77334121193813,80.79285866873605,78.81237612553396,5033700.0,False,True,False,True,0,0,0
2015-06-24,87.66000366210938,89.25,87.44999694824219,88.86000061035156,41370200,75.42565596660673,87.8120975714251,82.81857136317662,77.82504515492813,-9297700.0,False,True,False,True,0,0,0
2015-07-06,86.48999786376953,88.19000244140625,86.38999938964844,87.55000305175781,24635900,64.73251317668816,90.67172656612237,85.6471437726702,80.62256097921804,7727100.0,False,True,False,True,0,0,0
2015-07-13,88.66000366210938,90.22000122070312,88.41999816894531,90.0999984741211,29976700,68.52383399704173,89.82604401233019,87.34642900739398,84.86681400245777,6730800.0,False,True,False,True,-1,0,0
2015-07-21,98.94999694824219,99.23999786376953,97.13999938964844,98.38999938964844,39453300,81.5972761906846,98.10151069135054,90.00785773141044,81.91420477147034,-15407200.0,False,True,False,True,0,0,0
2015-07-29,96.31999969482422,97.27999877929688,94.73999786376953,96.98999786376953,64648300,66.3138097395513,100.81940024881027,93.96357127598354,87.10774230315681,29412300.0,False,True,False,True,1,0,0
2015-08-05,95.25,97.08999633789062,95.18000030517578,96.44000244140625,29813200,62.338040681545536,98.66066563032905,95.78642872401646,92.91219181770387,9677200.0,False,True,False,True,1,0,0
2015-08-19,94.62999725341797,96.0999984741211,94.16000366210938,95.30999755859375,23251300,57.56147907719566,95.98825549201963,94.44928632463727,92.91031715725491,972500.0,False,True,False,True,1,0,0
2015-08-28,89.87999725341797,91.4800033569336,89.79000091552734,91.01000213623047,33215900,50.21978139715985,99.34543441122919,90.69357136317662,82.04170831512404,-9215500.0,False,True,False,True,1,0,0
2015-09-02,88.80999755859375,89.88999938964844,87.62999725341797,89.88999938964844,27190500,48.75106638683281,97.79534370956138,89.64428547450474,81.4932272394481,-8906900.0,False,True,False,True,0,0,0
2015-09-21,94.62000274658203,96.48999786376953,94.5199966430664,95.55000305175781,28790000,62.40593936112483,96.45885184154798,91.46285792759487,86.46686401364175,-33510000.0,False,True,False,True,0,0,0
2015-09-24,93.05999755859375,94.7699966430664,92.23999786376953,94.41000366210938,29106000,57.26620352236812,96.5662062536524,92.61071504865374,88.6552238436551,7404600.0,False,True,False,True,1,0,0
2015-10-05,92.94000244140625,94.2699966430664,92.66000366210938,94.01000213623047,27292500,55.78787595462319,97.24844602440866,92.47571400233677,87.70298198026488,-10589200.0,False,True,False,True,0,0,0
2015-10-12,93.31999969482422,94.5999984741211,92.66999816894531,94.26000213623047,18449600,56.40968323947846,96.34375694658937,92.08071463448661,87.81767232238386,-1563300.0,False,True,False,True,-1,0,0
2015-10-19,97.18000030517578,98.56999969482422,96.91999816894531,98.47000122070312,23729900,66.40804326429559,98.2746605377044,93.73285784040179,89.19105514309918,-1683000.0,False,True,False,True,-1,0,-1
2015-10-29,103.95999908447266,105.12000274658203,103.5199966430664,104.87999725341797,20316700,75.2053834744446,106.75446284501666,99.06714248657227,91.37982212812787,-3764800.0,False,True,False,True,0,0,0
2015-11-05,108.80000305175781,110.6500015258789,107.94999694824219,108.76000213623047,63232900,73.66739332512246,108.50107805864903,102.25357110159737,96.00606414454572,19763600.0,False,True,False,True,0,0,0
2015-11-11,108.2699966430664,109.87000274658203,107.11000061035156,109.01000213623047,25057100,70.0264650351078,109.64885443409796,104.98642839704242,100.32400235998688,25400.0,False,True,False,True,0,0,0
2015-11-18,105.80000305175781,107.87999725341797,105.38999938964844,107.7699966430664,23836500,62.23712627101698,110.37433684243229,105.71285683768136,101.05137683293043,-2970700.0,False,True,False,True,1,0,0
2015-12-01,104.83000183105469,107.1500015258789,104.5,107.12000274658203,22781900,58.09642469561243,109.21668042445962,106.1721420288086,103.12760363315756,2398700.0,False,True,False,True,1,0,0
2015-12-08,104.0,106.91000366210938,103.94999694824219,106.48999786376953,20401800,55.19195761040883,108.06352187774505,106.07071358816964,104.07790529859423,4926900.0,False,True,False,True,0,0,0
2015-12-16,105.37000274658203,107.08999633789062,104.19000244140625,106.79000091552734,22680500,55.30495833020702,107.76851233729133,105.26285716465541,102.7572019920195,916200.0,False,True,False,True,0,0,0
2015-12-22,105.22000122070312,105.66000366210938,104.80999755859375,105.51000213623047,14597100,51.87219883414708,107.43279011951357,105.0957145690918,102.75863901867002,-1541700.0,False,True,False,True,0,0,0
2015-12-29,106.41999816894531,107.73999786376953,106.25,107.26000213623047,17179900,56.69782044960403,107.5475861406289,105.10857173374721,102.66955732686553,4110200.0,False,True,False,True,0,0,0
