,EntryPrice,ExitPrice,PnL,Quantity
0,217.69000244140625,216.44000244140625,-0.0,45
1,217.89999389648438,224.33999633789062,0.0,45
2,212.25,224.97000122070312,0.0,47
3,218.2899932861328,225.9499969482422,0.0,45
4,219.6199951171875,229.52999877929688,0.0,45
5,217.49000549316406,232.3300018310547,0.0,45
6,214.92999267578125,232.89999389648438,0.0,46
7,216.33999633789062,238.92999267578125,0.0,46
8,213.02000427246094,231.9600067138672,0.0,46
9,212.64999389648438,239.64999389648438,0.0,47
10,216.44000244140625,239.50999450683594,0.0,46
11,224.33999633789062,243.0,0.0,44
12,224.97000122070312,242.00999450683594,0.0,44
13,225.9499969482422,242.1999969482422,0.0,44
14,229.52999877929688,242.47000122070312,0.0,43
15,232.3300018310547,243.77000427246094,0.0,43
16,232.89999389648438,242.82000732421875,0.0,42
17,238.92999267578125,244.49000549316406,0.0,41
18,231.9600067138672,244.99000549316406,0.0,43
19,239.64999389648438,243.6999969482422,0.0,41
20,239.50999450683594,244.1999969482422,0.0,41
21,243.0,243.7899932861328,0.0,41
22,242.00999450683594,240.97000122070312,-0.0,41
23,242.1999969482422,234.50999450683594,-0.0,41
24,242.47000122070312,233.27000427246094,-0.0,41
25,243.77000427246094,234.5500030517578,-0.0,41
26,242.82000732421875,228.99000549316406,-0.0,41
27,244.49000549316406,232.3800048828125,-0.0,40
28,244.99000549316406,236.94000244140625,-0.0,40
29,243.6999969482422,233.8699951171875,-0.0,41
30,244.1999969482422,227.55999755859375,-0.0,40
31,243.7899932861328,226.72999572753906,-0.0,41
32,240.97000122070312,231.60000610351562,-0.0,41
33,234.50999450683594,227.38999938964844,-0.0,42
34,233.27000427246094,233.77999877929688,0.0,42
35,234.5500030517578,232.4199981689453,-0.0,42
36,228.99000549316406,237.1300048828125,0.0,43
37,232.3800048828125,235.75,0.0,43
38,236.94000244140625,234.80999755859375,-0.0,42
39,233.8699951171875,237.7100067138672,0.0,42
40,227.55999755859375,237.0399932861328,0.0,43
41,226.72999572753906,230.72000122070312,0.0,44
42,231.60000610351562,230.35000610351562,-0.0,43
43,227.38999938964844,235.99000549316406,0.0,43
44,233.77999877929688,237.5800018310547,0.0,42
45,232.4199981689453,235.4600067138672,0.0,43
46,237.1300048828125,232.33999633789062,-0.0,42
47,235.75,236.47999572753906,0.0,42
48,234.80999755859375,235.24000549316406,0.0,42
49,237.7100067138672,231.85000610351562,-0.0,42
50,237.0399932861328,235.77000427246094,-0.0,42
51,230.72000122070312,242.35000610351562,0.0,43
52,230.35000610351562,249.07000732421875,0.0,43
53,235.99000549316406,247.86000061035156,0.0,42
54,237.5800018310547,249.89999389648438,0.0,42
55,235.4600067138672,253.25,0.0,42
56,232.33999633789062,255.85000610351562,0.0,43
57,236.47999572753906,255.91000366210938,0.0,42
58,235.24000549316406,258.489990234375,0.0,42
59,231.85000610351562,255.58999633789062,0.0,43
60,235.77000427246094,259.5,0.0,42
61,242.35000610351562,260.739990234375,0.0,41
62,249.07000732421875,258.739990234375,0.0,40
63,247.86000061035156,258.260009765625,0.0,40
64,249.89999389648438,260.5799865722656,0.0,40
65,253.25,257.1700134277344,0.0,39
66,255.85000610351562,261.1499938964844,0.0,39
67,255.91000366210938,261.54998779296875,0.0,39
68,258.489990234375,261.9700012207031,0.0,38
69,255.58999633789062,254.55999755859375,-0.0,39
70,259.5,252.50999450683594,-0.0,38
71,260.739990234375,252.17999267578125,325.2799072265625,38
72,258.739990234375,251.86000061035156,-0.0,38
73,258.260009765625,247.7899932861328,-0.0,38
74,260.5799865722656,246.47000122070312,-0.0,38
75,257.1700134277344,249.72999572753906,-0.0,38
76,261.1499938964844,252.4600067138672,-0.0,38
77,261.54998779296875,247.17999267578125,-0.0,38
78,261.9700012207031,246.22999572753906,-0.0,38
79,254.55999755859375,239.0,-0.0,39
80,252.50999450683594,243.02999877929688,-0.0,39
81,252.17999267578125,248.14999389648438,-0.0,39
82,251.86000061035156,245.17999267578125,-0.0,39
83,247.7899932861328,243.0800018310547,-0.0,40
84,246.47000122070312,243.1199951171875,-0.0,40
85,249.72999572753906,246.47999572753906,-0.0,40
86,252.4600067138672,245.1699981689453,-0.0,39
87,247.17999267578125,250.77999877929688,0.0,40
88,246.22999572753906,251.72000122070312,0.0,40
89,239.0,251.49000549316406,0.0,41
90,243.02999877929688,249.30999755859375,0.0,41
91,248.14999389648438,249.67999267578125,0.0,40
92,245.17999267578125,247.39999389648438,0.0,40
93,243.0800018310547,247.3000030517578,0.0,41
94,243.1199951171875,245.7100067138672,0.0,41
95,246.47999572753906,250.7899932861328,0.0,40
96,245.1699981689453,253.80999755859375,0.0,40
97,250.77999877929688,252.57000732421875,0.0,39
98,251.72000122070312,253.58999633789062,0.0,39
99,251.49000549316406,257.239990234375,0.0,39
100,249.30999755859375,257.8900146484375,0.0,40
101,249.67999267578125,259.8900146484375,0.0,40
102,247.39999389648438,258.3599853515625,0.0,40
103,247.3000030517578,257.3800048828125,0.0,40
104,245.7100067138672,260.8999938964844,0.0,40
105,250.7899932861328,259.42999267578125,0.0,39
106,253.80999755859375,262.6300048828125,0.0,39
107,252.57000732421875,265.510009765625,0.0,39
108,253.58999633789062,265.2699890136719,0.0,39
109,257.239990234375,266.69000244140625,0.0,38
110,257.8900146484375,265.0199890136719,0.0,38
111,259.8900146484375,268.7200012207031,0.0,38
112,258.3599853515625,271.3999938964844,0.0,38
113,257.3800048828125,270.8999938964844,0.0,38
114,260.8999938964844,271.6000061035156,0.0,38
115,259.42999267578125,277.6499938964844,0.0,38
